"npo.name" "p.tp" "raw.tp" "n.item"
"npo1529" "台灣基督長老教會宣教基金會" 23.16 1.65159174222835 19
"npo1122" "財團法人基督教中華協力會" 23.14 1.65033316174781 18
"npo0690" "中華民國癌友新生命協會" 23.01 1.64079947030539 19
"npo0479" "台北市野鳥學會" 22.98 1.63853024756348 18
"npo1127" "半線文教基金會" 22.91 1.63343697469506 18
"npo2509" "財團法人卓越新聞獎基金會" 22.91 1.63343697469506 18
"npo1025" "財團法人大甲媽社會福利基金會" 22.77 1.62342919289763 19
"npo0789" "全國宗教聯合發展基金會" 22.71 1.61938578577136 17
"npo0057" "中華至善社會服務協會" 22.5 1.60422164918051 20
"npo0473" "中華基督教新時代青年會" 22.5 1.60422164918051 20
"npo0503" "中華民國水意外災害防治教育學會" 22.5 1.60422164918051 20
"npo0968" "高雄市心手相連關懷協會" 22.5 1.60422164918051 20
"npo1043" "高雄市女性權益促進會" 22.5 1.60422164918051 20
"npo1274" "社團法人台北市婦女會" 22.5 1.60422164918051 20
"npo1410" "台南市理想家庭促進協會" 22.5 1.60422164918051 20
"npo1616" "台北市孤兒福利協會" 22.5 1.60422164918051 20
"npo1829" "台灣兒童暨家庭扶助基金會宜蘭分事務所" 22.5 1.60422164918051 20
"npo1867" "雲林縣婦女保護會" 22.5 1.60422164918051 20
"npo1870" "明基友達文教基金會" 22.5 1.60422164918051 20
"npo2155" "社團法人台灣愛克曼兒童及青少年體驗學習協會" 22.5 1.60422164918051 20
"npo2406" "台灣國際醫療行動協會" 22.5 1.60422164918051 20
"npo2620" "雲林縣私立信義育幼院" 22.5 1.60422164918051 20
"npo1182" "天主教聖母聖心修女會" 22.48 1.60295009489032 18
"npo1957" "禧年經濟倫理文教基金會" 22.46 1.60123101823807 16
"npo1832" "黑潮海洋文教基金會" 22.43 1.59954370753064 16
"npo0008" "高雄市啟明協會" 22.41 1.59801099916558 20
"npo0093" "嘉義縣脊髓損傷者協會" 22.41 1.59801099916558 20
"npo0226" "宜蘭縣自閉症者福利協進會" 22.41 1.59801099916558 20
"npo0249" "社團法人台灣幸福家庭職能發展協會" 22.41 1.59801099916558 20
"npo0295" "新竹市聾啞福利協進會" 22.41 1.59801099916558 20
"npo0308" "社團法人台灣舉手網絡協會" 22.41 1.59801099916558 20
"npo0315" "社團法人屏東縣綠元氣產業交流促進會" 22.41 1.59801099916558 20
"npo0403" "社團法人中華金融經貿交流協會" 22.41 1.59801099916558 20
"npo0523" "高雄市康復之友協會" 22.41 1.59801099916558 20
"npo0529" "高雄市志願服務協會" 22.41 1.59801099916558 20
"npo0552" "社團法人高雄市超越巔峰關懷協會" 22.41 1.59801099916558 20
"npo0567" "中華民國聾啞資源協會" 22.41 1.59801099916558 20
"npo0642" "台南縣佑明視障協進會" 22.41 1.59801099916558 20
"npo0713" "高雄市啟智協進會" 22.41 1.59801099916558 20
"npo0839" "社團法人中華民國表演藝術教育推廣協會" 22.41 1.59801099916558 20
"npo0856" "中華民國脊髓損傷者聯合會" 22.41 1.59801099916558 20
"npo0922" "社團法人中華民國自強活動服務員協會" 22.41 1.59801099916558 20
"npo0929" "中華民國喜樂身心靈障礙者福利促進協會" 22.41 1.59801099916558 20
"npo1059" "台南縣志願服務協會" 22.41 1.59801099916558 20
"npo1067" "基隆市肢體新生協會" 22.41 1.59801099916558 20
"npo1076" "高雄市聲暉協會" 22.41 1.59801099916558 20
"npo1111" "台中市脊髓損傷者協會" 22.41 1.59801099916558 20
"npo1163" "社團法人台中市啟智協進會" 22.41 1.59801099916558 20
"npo1236" "社團法人中華小百合關懷協會" 22.41 1.59801099916558 20
"npo1286" "中華人本全人教育協會" 22.41 1.59801099916558 20
"npo1308" "南投縣心理衛生協進會" 22.41 1.59801099916558 20
"npo1329" "中華民國唐氏症關愛者協會" 22.41 1.59801099916558 20
"npo1426" "社團法人高雄市盲人福利協進會" 22.41 1.59801099916558 20
"npo1438" "台灣財務金融研究協會" 22.41 1.59801099916558 20
"npo1472" "中華民國聽障人協會" 22.41 1.59801099916558 20
"npo1520" "社團法人台灣世界愛滋快樂聯盟" 22.41 1.59801099916558 20
"npo1547" "台中縣磐頂社區關懷協會" 22.41 1.59801099916558 20
"npo1549" "財團法人台灣省私立嘉義仁愛之家" 22.41 1.59801099916558 20
"npo1597" "社團法人雲林縣老人福利保護協會" 22.41 1.59801099916558 20
"npo1641" "南投縣鹿谷鄉清水溝重建工作協會" 22.41 1.59801099916558 20
"npo1977" "財團法人台北市私立康狀老人養護所" 22.41 1.59801099916558 20
"npo1982" "社團法人台灣關懷急難救助協會" 22.41 1.59801099916558 20
"npo2002" "高雄縣褓姆協會" 22.41 1.59801099916558 20
"npo2043" "雙溪啟智文教基金會" 22.41 1.59801099916558 20
"npo2094" "社團法人新竹市婦女社團聯合服務協會" 22.41 1.59801099916558 20
"npo2131" "社團法人兼善天下社會服務志業協會" 22.41 1.59801099916558 20
"npo2137" "社團法人屏東縣志願服務協會" 22.41 1.59801099916558 20
"npo2150" "中華民國社會事業發展協會" 22.41 1.59801099916558 20
"npo2179" "台灣省私立台南仁愛之家" 22.41 1.59801099916558 20
"npo2233" "中國青年救國團直屬台灣省南投縣團務指導委員會" 22.41 1.59801099916558 20
"npo2339" "中華民國亞太地區創作藝術推廣協會" 22.41 1.59801099916558 20
"npo2353" "財團法人台南縣私立菩提林教養院" 22.41 1.59801099916558 20
"npo2358" "社團法人中華自然農法協會" 22.41 1.59801099916558 20
"npo2383" "社團法人花蓮縣牛犁社區交流協會" 22.41 1.59801099916558 20
"npo2388" "台南市智障者福利家長協進會" 22.41 1.59801099916558 20
"npo2485" "社團法人台中市身心障礙福利促進會" 22.41 1.59801099916558 20
"npo2533" "台北縣政府委託財團法人天主教耕莘醫院辦理台北縣愛維養護中心" 22.41 1.59801099916558 20
"npo0223" "社團法人中華民國青年社會服務推展協會" 22.28 1.58896232630573 19
"npo0848" "新台灣研究文教基金會" 22.27 1.58802686018826 18
"npo1701" "社團法人台灣社區實踐協會" 22.2 1.58275167629079 19
"npo0812" "台南市私立福壽社會福利慈善事業基金會承辦台南市立仁愛之家" 22.17 1.58106436558337 19
"npo0931" "趨勢教育基金會" 22.17 1.58106436558337 19
"npo2161" "財團法人臺北縣私立錦里社會福利慈善事業基金會" 22.06 1.57276753731347 17
"npo0153" "社團法人台灣新移民勞動權益促進會" 22.05 1.57200906920803 20
"npo0180" "台灣左鄰右舍關懷與照護協會" 22.05 1.57200906920803 20
"npo0311" "社團法人宜蘭縣發展遲緩兒童早期療育協會" 22.05 1.57200906920803 20
"npo0795" "社團法人桃園縣職能治療師公會" 22.05 1.57200906920803 20
"npo1204" "雲林縣百日草希望家庭協會" 22.05 1.57200906920803 20
"npo1293" "桃園縣腦性麻痺協會" 22.05 1.57200906920803 20
"npo1635" "彰化縣正向行為支持協會" 22.05 1.57200906920803 20
"npo1854" "社團法人嘉義市肢體障礙服務協會" 22.05 1.57200906920803 20
"npo2546" "社團法人桃園縣拾穗關懷服務協會" 22.05 1.57200906920803 20
"npo2586" "中華民國基督教約書亞全人關懷協會" 22.05 1.57200906920803 20
"npo0693" "台灣女性影像學會" 22.02 1.57003124045466 19
"npo0749" "信誼基金會" 21.97 1.56649877602956 19
"npo2609" "中華民國藝術文化環境改造協會" 21.97 1.56661696568667 16
"npo2121" "旅行與閱讀基金會" 21.95 1.56538139888304 19
"npo2576" "淡江大學盲生資源中心" 21.95 1.56538139888304 19
"npo1103" "財團法人花蓮縣私立吉豐老人養護所" 21.94 1.56411773200116 18
"npo1969" "彰化縣文化基金會" 21.94 1.5644554274727 17
"npo0886" "財團法人高雄市私立紅十字會育幼中心慈暉園" 21.93 1.56382059043972 19
"npo1207" "屏東縣啟智協進會" 21.93 1.56382059043972 19
"npo1585" "台北市社會福利聯盟" 21.93 1.56382059043972 19
"npo1836" "台中市殘障福利協進會" 21.93 1.56382059043972 19
"npo0047" "雲林縣農業發展促進會" 21.77 1.55260088465877 20
"npo0058" "社團法人新竹市腦性麻痺協會" 21.77 1.55260088465877 20
"npo0063" "凱華護理之家" 21.77 1.55260088465877 20
"npo0104" "基隆市智障者家長協會" 21.77 1.55260088465877 20
"npo0115" "桃園縣私立嘉惠啟智教養院" 21.77 1.55260088465877 20
"npo0132" "基隆市私立基督教信心社會福利慈善事業基金會" 21.77 1.55260088465877 20
"npo0216" "財團法人關懷成長基金會" 21.77 1.55260088465877 20
"npo0257" "財團法人宜蘭縣私立竹安身心障礙養護院" 21.77 1.55260088465877 20
"npo0296" "台北市啟明權益促進會" 21.77 1.55260088465877 20
"npo0420" "桃園縣基督教聖經教會" 21.77 1.55260088465877 20
"npo0515" "中華守候文教協會" 21.77 1.55260088465877 20
"npo0666" "社團法人雲林縣聽語障福利協進會" 21.77 1.55260088465877 20
"npo0675" "社團法人金門縣身心障礙者家長協會" 21.77 1.55260088465877 20
"npo0738" "嘉義市智障福利協進會" 21.77 1.55260088465877 20
"npo0827" "社團法人中華萱民會" 21.77 1.55260088465877 20
"npo0975" "社團法人屏東縣失智症服務協會" 21.77 1.55260088465877 20
"npo1071" "花蓮縣智障福利協進會" 21.77 1.55260088465877 20
"npo1088" "社團法人台灣惠安慈善會" 21.77 1.55260088465877 20
"npo1093" "南投縣家庭照顧者關懷協會" 21.77 1.55260088465877 20
"npo1366" "新竹縣康復之友協會" 21.77 1.55260088465877 20
"npo1458" "台灣海洋性貧血協會" 21.77 1.55260088465877 20
"npo1479" "台南市循理疼厝邊服務協會" 21.77 1.55260088465877 20
"npo1509" "財團法人花蓮縣私立博愛居安廬老人安養中心" 21.77 1.55260088465877 20
"npo1517" "高雄市關懷魚鱗癬協會" 21.77 1.55260088465877 20
"npo1537" "社團法人嘉義市家庭關懷協會" 21.77 1.55260088465877 20
"npo1586" "財團法人彰化縣私立愛如心老人養護中心" 21.77 1.55260088465877 20
"npo1590" "社團法人嘉義縣精神康扶之友協會" 21.77 1.55260088465877 20
"npo1732" "中華身心障礙者職業技藝協會" 21.77 1.55260088465877 20
"npo1772" "社團法人台北縣脊髓損傷者協會" 21.77 1.55260088465877 20
"npo1783" "中華民國紅十字會台灣省分會" 21.77 1.55260088465877 20
"npo1816" "社團法人台南市善牧全人關懷協會" 21.77 1.55260088465877 20
"npo1933" "苗栗縣脊髓損傷者協會" 21.77 1.55260088465877 20
"npo2029" "台中縣大雅愛心急難救助協會" 21.77 1.55260088465877 20
"npo2039" "中華民國勞工技能訓練發展協會" 21.77 1.55260088465877 20
"npo2116" "台北市角落關懷協會" 21.77 1.55260088465877 20
"npo2168" "財團法人屏東縣私立聖欣老人養護中心" 21.77 1.55260088465877 20
"npo2175" "財團法人宜蘭縣私立宏仁老人長期照顧中心(養護型)" 21.77 1.55260088465877 20
"npo2264" "中華普露功德會" 21.77 1.55260088465877 20
"npo2268" "台南縣私立康寧教養院" 21.77 1.55260088465877 20
"npo2277" "台灣多元教育發展協會" 21.77 1.55260088465877 20
"npo2362" "基隆市腎友協會" 21.77 1.55260088465877 20
"npo2373" "台灣省私立香園紀念教養院" 21.77 1.55260088465877 20
"npo2410" "台灣血友病浮木濟世會" 21.77 1.55260088465877 20
"npo2470" "基隆市生命線協會" 21.77 1.55260088465877 20
"npo2525" "台中縣脊髓損傷者協會" 21.77 1.55260088465877 20
"npo2571" "社團法人金門縣康復之友協會" 21.77 1.55260088465877 20
"npo2593" "嘉義市癌症關懷協會" 21.77 1.55260088465877 20
"npo1691" "苗栗縣私立向陽社會福利慈善事業基金會" 21.73 1.54919610459791 16
"npo0065" "社團法人雲林縣勞工福利保護協會" 21.72 1.54859755756087 19
"npo0284" "林迺翁文教基金會附設私立順益台灣原住民博物館" 21.72 1.54859755756087 19
"npo0356" "社團法人台灣海洋環境教育推廣協會" 21.72 1.54859755756087 19
"npo0431" "社團法人台灣企業社會責任協會" 21.72 1.54859755756087 19
"npo0450" "新竹縣生命線協會" 21.72 1.54859755756087 19
"npo0551" "臺北縣社區工作者協會" 21.72 1.54859755756087 19
"npo0837" "公共網路文教基金會" 21.72 1.54859755756087 19
"npo0883" "台灣鋼琴協會" 21.72 1.54859755756087 19
"npo0981" "屏東縣原住民文教協會" 21.72 1.54859755756087 19
"npo1217" "社團法人中華民國恩福會" 21.72 1.54859755756087 19
"npo1381" "利河伯社會福利基金會" 21.72 1.54859755756087 19
"npo1411" "社團法人台灣人人生活關懷協會" 21.72 1.54859755756087 19
"npo1415" "社團法人中華民國動物福利環保協進會" 21.72 1.54859755756087 19
"npo1625" "台灣永續生態工法發展協會" 21.72 1.54859755756087 19
"npo1658" "台灣志願服務國際交流協會" 21.72 1.54859755756087 19
"npo1961" "吳三連獎基金會" 21.72 1.54859755756087 19
"npo1974" "中華民國就業服務協會" 21.72 1.54859755756087 19
"npo2215" "台灣社區重建協會" 21.72 1.54859755756087 19
"npo2489" "全國家長團體聯盟" 21.72 1.54859755756087 19
"npo0716" "台北富邦銀行公益慈善基金會" 21.69 1.54687395685751 18
"npo1330" "台灣省私立嘉義濟美仁愛之家" 21.69 1.54687395685751 18
"npo0309" "財團法人伽耶山基金會" 21.59 1.53938609244098 17
"npo0568" "桃園縣志願服務協會" 21.56 1.53734156178398 19
"npo1506" "財團法人新竹縣私立保順養護中心" 21.56 1.53734156178398 19
"npo2248" "基督教苗栗甘泉文教協會" 21.56 1.53734156178398 19
"npo0046" "台中縣精神健康關懷協會" 21.54 1.53565425107656 19
"npo0401" "財團法人傳愛社會福利慈善基金會" 21.54 1.53625627721611 18
"npo2174" "社團法人台南市家庭關懷協會" 21.54 1.53565425107656 19
"npo1118" "高雄市金齡協會" 21.5 1.53333823468609 18
"npo2176" "台灣原住民族政策協會" 21.5 1.53333823468609 18
"npo2413" "臺灣更生保護會" 21.48 1.53148813171861 17
"npo1258" "社團法人中華社區厝邊頭尾營造協會" 21.47 1.53101029763038 17
"npo0245" "台北縣智障福利協進會" 21.44 1.52902945194321 19
"npo0680" "台南市私立健生障礙照護中心" 21.44 1.52902945194321 19
"npo2331" "雲林縣康復之友協會" 21.44 1.52902945194321 19
"npo2387" "台灣笑笑功協會" 21.42 1.52747789792395 20
"npo2024" "南投縣社區家庭支援協會" 21.32 1.51997128437623 19
"npo0146" "高雄縣灼燙傷協會" 21.29 1.51841047593291 19
"npo1738" "高雄縣關懷身心障礙者就業協進會" 21.29 1.51841047593291 19
"npo1850" "財團法人台東縣私立柏林老人養護中心" 21.29 1.51841047593291 19
"npo0163" "天主教光仁文教基金會" 21.24 1.51487801150781 19
"npo1655" "獎卿護理展望基金會護理之家" 21.24 1.51424435657497 17
"npo0413" "財團法人台南市私立母佑會社會福利慈善基金會附設羅蘭青少年中心" 21.2 1.51198344644007 19
"npo0536" "社團法人台灣青少年多元發展協會" 21.2 1.51198344644007 19
"npo2463" "財團法人台東縣私立海山弘願慈善基金會附設台東縣私立海山扶兒家園" 21.2 1.51198344644007 19
"npo2556" "基隆基督教青年會" 21.2 1.51198344644007 19
"npo2564" "中華民國出版品評議基金會" 21.2 1.51198344644007 19
"npo0042" "台灣媒體觀察教育基金會" 21.19 1.51087468440992 18
"npo0101" "財團法人張釗漢疼痛醫療基金會" 21.19 1.51087468440992 18
"npo0114" "雲門舞集文教基金會" 21.19 1.51087468440992 18
"npo0268" "財團法人法鼓山文教基金會" 21.19 1.51087468440992 18
"npo0335" "台北市公寓大廈暨社區服務協會" 21.19 1.51087468440992 18
"npo0376" "國泰人壽慈善基金會" 21.19 1.51087468440992 18
"npo0410" "十大傑出青年基金會" 21.19 1.51087468440992 18
"npo0464" "中華民國優格文化教育推廣學會" 21.19 1.51087468440992 18
"npo0487" "台北市蓮華普門文化實踐協會" 21.19 1.51087468440992 18
"npo0596" "財團法人王詹樣社會福利慈善基金會" 21.19 1.51087468440992 18
"npo0616" "財團法人功文文教基金會" 21.19 1.51087468440992 18
"npo0934" "中華民國佛教華嚴學會" 21.19 1.51087468440992 18
"npo1039" "時報文教基金會" 21.19 1.51087468440992 18
"npo1153" "財團法人臺灣基督教門諾會醫院" 21.19 1.51087468440992 18
"npo1272" "新故鄉文教基金會" 21.19 1.51087468440992 18
"npo1336" "臺北市流浪貓保護協會" 21.19 1.51087468440992 18
"npo1363" "行天宮文教基金會" 21.19 1.51087468440992 18
"npo1994" "財團法人鄭福田文教基金會" 21.19 1.51087468440992 18
"npo2078" "財團法人聯新文教基金會" 21.19 1.51087468440992 18
"npo2193" "黎明文化事業基金會" 21.19 1.51087468440992 18
"npo2286" "世界宗教博物館發展基金會" 21.19 1.51087468440992 18
"npo2504" "台達電子文教基金會" 21.19 1.51087468440992 18
"npo2590" "台灣林登山社會福利基金會" 21.19 1.51087468440992 18
"npo0644" "天主教福利會光鹽愛盲服務中心" 21.14 1.50761955744162 17
"npo0348" "財團法人宜蘭縣私立天主教弘道仁愛之家" 21.09 1.50408709301652 17
"npo1061" "高雄縣兒童發展療育協會" 21.05 1.50076575304022 20
"npo1863" "國際佛光會中華總會" 21.05 1.50076575304022 20
"npo1947" "中華民國失智者照顧協會" 21.01 1.4979313779256 18
"npo2089" "財團法人世界領袖教育基金會" 21 1.49729772299276 16
"npo0217" "智邦文教基金會" 20.97 1.49503681285786 18
"npo0240" "基隆市自閉症家長協會" 20.96 1.4948568934297 20
"npo2006" "社團法人雲林縣手工藝術協會" 20.96 1.4948568934297 20
"npo0162" "台北市癌症關懷協會" 20.77 1.48068760278196 18
"npo0889" "財團法人大河文化基金會" 20.73 1.47824508412738 17
"npo1375" "天主教聖母聖心會" 20.73 1.47820879413144 16
"npo0718" "台灣原住民文教基金會" 20.71 1.47668427568407 17
"npo0570" "台北市私立永年社會福利慈善基金會" 20.57 1.46657333193326 19
"npo0877" "南投縣褓姆學會" 20.57 1.46657333193326 19
"npo1445" "嘉義市希望種子兒童暨青少年成長協會" 20.57 1.46657333193326 19
"npo1554" "屏東縣私立青山育幼院" 20.57 1.46657333193326 19
"npo0013" "財團法人嘉義縣私立開元殿福松老人養護中心" 20.48 1.46036268191832 19
"npo0346" "屏東縣基督教青年會" 20.48 1.46036268191832 19
"npo0416" "台北市心理復健家屬聯合協會" 20.48 1.46036268191832 19
"npo0474" "中華民國殘障技能發展協會" 20.48 1.46036268191832 19
"npo0485" "台中縣身心障礙體育協會" 20.48 1.46036268191832 19
"npo0553" "財團法人屏東縣私立長青老人養護中心" 20.48 1.46036268191832 19
"npo0805" "財團法人鹿野苑慈善事業基金會" 20.48 1.46036268191832 19
"npo0866" "社團法人雲林縣身心障礙福利協會" 20.48 1.46036268191832 19
"npo1180" "台東縣生命線協會" 20.48 1.46036268191832 19
"npo1237" "苗栗縣聲暉協進會" 20.48 1.46036268191832 19
"npo1463" "社團法人高雄市鳳林觀音慈愛會" 20.48 1.46036268191832 19
"npo1519" "台灣豐盛生命國際發展協會" 20.48 1.46036268191832 19
"npo1674" "社團法人屏東縣社會福利聯盟" 20.48 1.46036268191832 19
"npo1774" "天主教靈醫修女會附設宜蘭縣私立瑪利亞長期照護中心" 20.48 1.46036268191832 19
"npo1946" "中華民國生活技能協會" 20.48 1.46036268191832 19
"npo2038" "社團法人中華民國社會關懷協會" 20.48 1.46036268191832 19
"npo2592" "財團法人彰化縣私立慈沁社會福利慈善事業基金會" 20.48 1.46036268191832 19
"npo2635" "新竹市殘障運動發展協會" 20.48 1.46036268191832 19
"npo0224" "台灣教授協會" 20.42 1.45635935482043 18
"npo0607" "社團法人台灣冒險學習發展協會" 20.42 1.45635935482043 18
"npo0647" "社團法人臺灣公共衛生促進協會" 20.42 1.45635935482043 18
"npo0739" "社團法人臺北縣愛鄉協會(林口社區大學)" 20.42 1.45635935482043 18
"npo0831" "白曉燕文教基金會" 20.42 1.45635935482043 18
"npo0867" "中華民國管理科學學會" 20.42 1.45635935482043 18
"npo0959" "台中縣救難協會" 20.42 1.45635935482043 18
"npo1014" "財團法人朝陽文化藝術基金會" 20.42 1.45635935482043 18
"npo1134" "台灣環境行動網協會" 20.42 1.45635935482043 18
"npo1184" "中華民國紅十字會台北市分會" 20.42 1.45635935482043 18
"npo1252" "宜蘭縣博物館家族協會" 20.42 1.45635935482043 18
"npo1694" "全球和平聯盟台灣總會" 20.42 1.45635935482043 18
"npo1704" "台灣沙遊協會" 20.42 1.45635935482043 18
"npo2066" "社團法人台灣國際醫學聯盟" 20.42 1.45635935482043 18
"npo2101" "台灣原住民族學院促進會" 20.42 1.45635935482043 18
"npo2249" "宜蘭縣冬山鄉珍珠社區發展協會" 20.42 1.45635935482043 18
"npo2189" "台灣蠻野心足生態協會" 20.4 1.45467365141182 16
"npo0463" "台灣社會工作專業服務品質策進協會" 20.38 1.45357491919338 16
"npo2127" "彰化縣自閉症肯納家長協會" 20.33 1.44962669835105 18
"npo0169" "社團法人台灣基督教好牧人全人關顧協會" 20.27 1.44510335904354 18
"npo0300" "國際經濟商管學生會台灣總會" 20.25 1.44405467540152 16
"npo0564" "中華飛雁創業互助協會" 20.22 1.44205461683212 16
"npo0711" "高雄市聾啞福利協進會" 20.15 1.43679124920276 18
"npo2065" "台南市志願服務協會" 20.15 1.43679124920276 18
"npo0608" "彰化縣啟智協進會" 20.02 1.42773308163578 18
"npo0847" "台中縣龍井鄉殘障福利協進會" 20.02 1.42773308163578 18
"npo0166" "台南市火炬殘障勵進會" 20 1.42617227319247 18
"npo0586" "台中市基督教力行社區關懷協會" 20 1.42617227319247 18
"npo1313" "新竹常青啟智文教基金會(智能不足者日間托育中心)" 20 1.42617227319247 18
"npo1731" "中華民國越野追蹤協會" 19.94 1.42216894609457 17
"npo2531" "宜蘭縣生命線協會" 19.94 1.42216894609457 17
"npo1618" "台灣青年數位服務協會" 19.92 1.42044664176011 16
"npo0222" "菊輝資訊科技文教基金會" 19.89 1.41863648166947 17
"npo0572" "台灣社造聯盟" 19.89 1.41863648166947 17
"npo0651" "當代藝術基金會" 19.89 1.41863648166947 17
"npo1279" "永續台灣文教基金會" 19.89 1.41863648166947 17
"npo2614" "新古典表演藝術基金會" 19.89 1.41863648166947 17
"npo0654" "台北市急難救助協會" 19.79 1.41094924031362 18
"npo0788" "澎湖縣照顧服務協會" 19.79 1.41094924031362 18
"npo0809" "財團法人基督教花蓮美崙浸信會附設花蓮縣私立飛揚少年成長中心" 19.79 1.41094924031362 18
"npo1181" "台灣創意藝術壓花推廣協會" 19.79 1.41094924031362 18
"npo2550" "台中市私立慶炎慈善會基金會" 19.79 1.41094924031362 18
"npo2088" "羅許基金會羅東博愛醫院" 19.72 1.40633268184133 15
"npo1332" "彰化基督教醫院二林分院" 19.7 1.4046453711339 15
"npo0149" "財團法人大地之愛癌症基金會" 19.67 1.40260084047691 17
"npo0031" "淡水文化基金會" 19.66 1.40168984808726 16
"npo0876" "財團法人青平台基金會" 19.66 1.40168984808726 16
"npo1735" "財團法人防癌教育基金會" 19.58 1.39601084739247 14
"npo2502" "嘉南藥理科技大學社會工作系" 19.54 1.39354267290993 17
"npo0276" "台灣心理衛生社會工作學會" 19.49 1.38953934581203 16
"npo1230" "中華民國公益團體服務協會" 19.49 1.39001020848483 17
"npo0351" "社團法人花蓮縣康復之友協會" 19.47 1.38844940004151 17
"npo0923" "台新銀行文化藝術基金會" 19.42 1.38444607294362 16
"npo2585" "惜福文教基金會" 19.35 1.37980572607913 15
"npo1763" "雲林縣家庭福利保護協會" 19.33 1.37831964003108 17
"npo1511" "新境界文教基金會" 19.31 1.37675883158776 17
"npo0343" "桃園縣台灣基督長老教會迦南教會" 19.27 1.37433512919281 18
"npo1203" "高雄市注意力缺陷過動症協會" 19.27 1.37433512919281 18
"npo2183" "高雄基督教信義醫院" 19.27 1.37433512919281 18
"npo1244" "台灣永續發展文教基金會" 19.26 1.37322636716266 17
"npo1904" "關懷長青文教基金會" 19.26 1.37322636716266 17
"npo2223" "佛光山文教基金會" 19.26 1.37322636716266 17
"npo2408" "國際醫學科學研究基金會" 19.26 1.37322636716266 17
"npo1483" "中華視障聯盟" 19.21 1.36997124019437 16
"npo1571" "台北市聾啞福利協進會" 19.21 1.36997124019437 16
"npo1936" "台南縣私立長泰殘障教養院" 19.21 1.36997124019437 16
"npo2236" "何嘉仁文教基金會" 19.18 1.36749943936141 15
"npo1687" "瑪利亞文教基金會附設瑪利亞啟智學園" 19.16 1.36643877576927 16
"npo1715" "佳音文教基金會" 19.14 1.36487796732595 16
"npo0865" "宜蘭縣美容協會" 19.06 1.35907580631803 17
"npo1496" "社團法人桃園縣新希望關懷協會" 19.03 1.35720857618244 19
"npo1588" "社團法人桃園縣照顧服務協進會" 19.03 1.35720857618244 19
"npo2041" "社團法人嘉義縣聽語多重障礙福利協進會" 19.03 1.35720857618244 19
"npo2044" "嘉義縣昇平關懷弱智人協進會" 19.03 1.35720857618244 19
"npo2442" "南投縣私立南投仁愛之家" 19 1.35471191731958 15
"npo0294" "中華啟能基金會" 18.93 1.3496549344471 16
"npo0740" "南投縣文化基金會" 18.93 1.3496549344471 16
"npo1119" "松柏文教基金會" 18.93 1.3496549344471 16
"npo1514" "紀念李建成先生文教基金會" 18.93 1.3496549344471 16
"npo2332" "桃園縣康復之友協會" 18.78 1.33887316617676 15
"npo0905" "黃正華文教基金會" 18.71 1.33439561157232 15
"npo1951" "花蓮縣私立美崙啟能發展中心" 18.68 1.33224836704341 15
"npo0160" "雲林縣頂湖國民小學文教基金會" 18.61 1.32698137306364 13
"npo1657" "社團法人台灣路得關懷發展協會" 18.55 1.32301816745659 18
"npo0885" "台北市障礙者就業協會" 18.54 1.32192653259455 14
"npo0136" "連雅堂先生獎學金基金會" 18.49 1.31871103757317 17
"npo1992" "台北縣政府委託財團法人中華民國唐氏症基金會辦理台北縣愛樂發展中心" 18.49 1.31871103757317 17
"npo1609" "中華公司治理協會" 18.48 1.31792320549666 13
"npo1380" "中華大自然教育推廣協會" 18.39 1.31129840636331 13
"npo2140" "台北生命勵關懷協會" 18.39 1.31129840636331 13
"npo1862" "振興復健醫學中心" 18.34 1.30751512018442 16
"npo1847" "中華民國社區營造學會" 18.32 1.30640635815427 15
"npo1228" "英千里先生獎學金基金會" 18.16 1.29513960485761 16
"npo1385" "國語日報社基金會" 18.16 1.29513960485761 16
"npo1897" "張德華紀念助學金基金會" 18.16 1.29513960485761 16
"npo2278" "中華民國紅十字會台灣省台中市支會" 18.11 1.29120415391615 17
"npo0336" "花蓮縣生命線協會" 18.01 1.28394368746886 15
"npo0399" "青年社會服務協會" 18.01 1.28394368746886 15
"npo0747" "台南市生命線協會" 18.01 1.28394368746886 15
"npo1083" "中華民國關懷心臟病童協會" 18.01 1.28394368746886 15
"npo1389" "台中市私立慈光育幼院" 18.01 1.28394368746886 15
"npo0818" "富麗文教基金會" 17.96 1.28098816442222 16
"npo1439" "台北市後備軍人獎學金基金會" 17.95 1.27988028198283 15
"npo0592" "基督教更生團契兒童學苑" 17.79 1.26868436459407 14
"npo1179" "中國文化大學學生輔導中心" 17.77 1.26699705388665 14
"npo0763" "國立台灣師範大學英語系教育基金會" 17.71 1.26293364840062 14
"npo1333" "靈鷲山般若文教基金會" 17.63 1.25741673170666 15
"npo0106" "台北市愛網全人關懷協會" 17.56 1.25189102856478 15
"npo0230" "嘉義縣若竹文教基金會" 17.25 1.22985112211415 14
"npo2551" "大武山文教基金會" 17.16 1.22352346454224 13
"npo0265" "崇義文化教育基金會" 17.15 1.2232263229808 14
"npo0542" "雲林縣慈光文教基金會" 17.01 1.21290448853194 13
"npo1188" "台灣原住民部落振興文教基金會" 17.01 1.21290448853194 13
"npo1825" "金鴻兒童文教基金會" 17.01 1.21290448853194 13
"npo2164" "台北縣安德文教基金會" 17.01 1.21290448853194 13
"npo2034" "兒童肝膽疾病防治基金會" 16.92 1.20627968939859 13
"npo0189" "台中縣阿罩霧文化基金會" 16.8 1.19764516565716 12
